neg,"#মুস্তাফিজুর_রহমান আমাদের দেশ ও জাতীর অহংকার। কিন্তু কিছু অসাধু ব্যাক্তি, যাদের দেশ প্রেম নাই,তারা তাকে ভারতীয় দের দেওয়া নাম #The_Fizz বলে ডাকে।"
pos,"মুস্তাফিজ শুধু আমাদের গর্ব নয়,সে বিশ্ব ক্রিকেটের গর্ব। বাংলাদেশ ক্রিকেট যদি মুস্তাফিজের মত আরও দু'একজন ক্রিকেটার পেত..."
pos,শুভ কামনা মুস্তাফিজের জন্য...আশা করি সে সকল স্টার বোলিংদের রেকর্ডকে পিছনে ফেলবে..
pos,"কিসের রোনালদু, আর কিসের মেসি। ওরা ফুটবলের জগতের। ক্রিকেটের জগতের সেরা জাদুকর এখন আমাদের - 'দ্যা ফিজ'- এই.......! অভিনন্দন মুস্তাফিজ! বাংলাদের ডিজাইন করা স্লোয়ার কাটারে ক্ষত বিক্ষত হবে পুরো ক্রিকেট বিশ্ব। তর তর করে কাঁপবে কোহলি, গেইল আর ডি ভিলিয়ারস রা!!"
pos,আজ জিতেছে মুস্তাফিজ।।আমরা চাই সে সামনের দিকে আর এগিয়ে যাক।।।শুধু সেই না বাংলাদেশের সব খেলোয়ারই ভবিষ্যতে এই পুরষ্কার পাক।।।
pos,"আইসিসি এবার একটা সঠিক কাজ করছে।ইন্ডিয়া মার্কা রায় দেয় না।ধন্যবাদ আইসিসি,,  শুভেচ্ছা মোস্তাফিজ।।"
pos,পুলকিত হইয়ো না--- ফর্ম ধরে রাখাটাই বড় চ্যালেঞ্জ---- যেতে হবে বহু দূর--- হোঁচট খেওনা--- সাবধান! শুভ কামনা রইল---
pos,"আমরা গর্বিত !  সত্যি বাংলাদেশী হিসাবে  মোস্তাফিজের এই সম্মামনায় আমরা গর্বিত।  ইনশাআল্লাহ্ !  The fizz  এ সম্মান ধরে রাখবে ,,,"
pos,"এগিয়ে যাও ছোট ভাই,,,,,,,তুমি শুধু সাতক্ষীরার গর্ব নও, তুমি গোটা বাংলাদেশের গর্ব।"
pos,১৬ কটি বাঙালির গর্ব দ্য ফিজ।বিশ্বের দরবারে বাংলাদেশকে নিয়েগেছো তুমি অনেক অনেক উপরে। অন্তরের অনস্থল থেকে তোমাকে জানায় ধন্যবাদ অভিনন্দনও মোবারকবাদ।
pos,"সবেমাত্র শুরু করল,,, একে একে সবই জয় করবে।  এই ছেলে জয়ের জন্যই এসেছে,,,,,, পরাজয় তার অভিধানে নাই"
pos,"অবশ্যই খুশি হয়েছি.,.কিন্তু এটা তো ২০১৫ সালেই পাওয়ার কথা ছিল..,.."
neg,একজন বাংলাদেশী হিসেবে আমি গর্বিত আর বালকাতার পরাধীন ভিখারি বাঙ্গালীরা কি বুঝবে স্বাধীনতার কি মূল্য।তোরা দিল্লির চামচামি কর নয়ত ভারতবর্ষ থেকে তুদেরকে লাথি মেরে বাহির করে দিবে....!
pos,"সাবাস বাংলাদেশ সাবাস মুস্তাফিজ, এগিয়ে যাও মুস্তাফিজ জয় করো সারাবিশ্ব, শুভ কামনা তুমার জন্য"
pos,এটা বাংলাদেশের ক্রিকেটের জন্য ইতিবাচক।শুভেচ্ছা ও অভিনন্দন এই তরুণকে।ধারাবাহিকতা ও আত্মবিশ্বাস ধরে রাখ এই শুভকামনা রইল
pos,"খুবই  আনন্দিত হলাম ।  মুসতাফিজকে  অভিনন্দন ও শুভেচ্ছা জানাচ্ছি।  বাংলাদেশ এগিয়ে যাচ্ছে ,  বাংলাদেশ  এগিয়ে   যাবে ।  বাংলাদেশ  চিরজীবী হোক ।"
pos,"অভিনন্দন মুস্তাফিজ, অভিনন্দন তোমাকে বাংলাদেশ সকল ক্রিকেট প্রেমীর পক্ষ থেকে। তোমার যোগ্যতার পুরস্কার পেয়েছো।"
pos,"তুমিই পারবে সামনে এগিয়ে যাও,  তুমি এ বাঙ্গালী জাতির গর্ব, তুমি এ জাতীর অহংকার,।"
neg,"আমাদের মোস্তাফিজ কে শুধু রেকর্ডের খাতায় দেখা যায়, কিন্তু জাতীয় দলের হয়ে খেলা দেখা যায় না। অনেক টা মেসির মত।"
pos,মুস্তাফিজ. হাজার. ও আলো  জ্বালিয়ে  দাও।সমস্ত. পৃথিবীকে জানিয়ে দাও তুমি বাংলা দেশের ছেলে।
pos,"মোস্তাফিজকে অনেক অনেক দোয়া করি, তিনি আমাদের ক্রিকেট জগতের উজ্জল নক্ষত্র।।।।।।।আমি তার সুস্ততা ও দীর্ঘ আয়ু কামনা করি।।।।।।"
neg,"মমিনুলকে ২০১৪,১৫ তে সেরা টেস্ট ক্রিকেটার দেয়া হয়নি অথচ সে ধাওয়ানের চেয়ে এগিয়ে ছিল,,,|"
neg,"আলহামদুলিল্লাহ, সুখবর,.আরে ভাই সমস্যা ছিল ত এদের বোলিং আকশনের।।শোধরে নিয়েছে আলহামদুলিল্লাহ,কবে চিল্লাচিল্লি করা থামাবেন বলেন ত??দেশ কবে সভ্য হবে??"
neg,"ফহিন্নি ICC এর কথা কি আর বলি?  তারা সুবিধাবাদী    ইন্ডিয়াকে Win করানোই তাদের মুল লক্ষ্য।    কথায় আছে,,,সংবিধান মানি কিন্তু তাল গাছ টা আমার।    Congratulations.. Tashkin & Sunny Vaia."
pos,আলহামদুলিল্লাহ আললাহ সর্বশ্রেষ্ঠ . দোয়া রইল ওরা দুজনই যেন মান সম্মত খেলা দেখাতে পারে.
pos,ভারত হারামিরা এখন কোন ষড়যন্ত্র করবি!!  সত্যের কাছে হার তোদের মানতে হবে।  সেই সাথে অষ্ট্রেলিয়াকেও ধন্যবাদ নিরপেক্ষতা প্রদর্শন করার জন্য।
neg,এখন সবই বৈধ । যখন আবার কোন বড় টুর্নামেন্টে ভারতের সাথে বাংলাদেশের খেলা পরবে তখন আবার রাতারাতি সব অবৈধ হয়ে যাবে ।
pos,"আমাদের আসল শক্তি গুলা চলে আসছে। এবার দেখি দাও কামানের গোলা,, দেখি দাও বাঘের দৌড়"
neg,"আলহামদুলিল্লাহ, সুখবর, সেই সাথে তীব্র নিন্দা ও ধিক্কার জানাচ্ছি জারা বাংলাদেশ টিমকে হেয় করার জন্যে,এমন ঘৃন্য জঘন্য ষড়যন্ত্র করেছিলো। ধ্যনবাদ টাইগার বাহিনী।"
neg,তাহলে অভিযোগকারী অবৈধ..... এই দুটি প্লেয়ার তথা বাংলাদেশকে কে যারা এত প্রেসারে রাখলো আই সি সি তাদের কী করবে
neg,"জুয়ারীরা যদি বিচারক হয় তবে বাংলাদেশের মত উঠতি দলের জন্য অসুবিধা হবেই। কি আসপর্ধা বাংলাদেশের ওরা কিনা ভারত, পাকিস্তান, নিউজিল্যান্ড, ইংল্যান্ড সবাইকে হারিয়ে দেয় ?!"
neg,মানসিক চাপের কারনে আমরা t 20 World Cup a champion হতে পারিনি
neg,"আমরা যতটুকু Cricket কে ভালবাসি...,তার কিঞ্চিত্ পরিমাণ যদি দেশ ও দেশের মানুষকে ভালবাসতাম,,,তাহলে আমরা অনেক দূর এগিয়ে যেতাম,,,সিমান্ত এলাকায় ভারতের বিড়াল রা একের পর এক সাধারণ জনগণকে অকারণে খুন করছে,,,আমাদের সেই দিক নিয়ে মাথাব্যতা নাই...আমারা আছি...,,,,নিয়া!!!!!আজব"
pos,শুধু একটা জায়গা বাদে বাংলাদেশ সবার কাছেই উত্তীর্ণ। তারপরেও যারা বন্ধু ভাবে তাদের জন্য শুভ কামনা।আমরা মনে করি বন্ধুত্তের মাঝে প্রতিযোগিতা ভাল হিংসা ভাল না।
neg,জানতাম বৈধ - তাহলে বিশ্বকাপ খেলতে দিলনা কেন???????  এত হইরানী করেছিল কেন?????  এইটা ভারতের স্বার্থের কারনে এমনটি করে ছিল!  তাই আসুন বিরতিহীন ভাবে ভারতকে থুথু নিক্ষেপ করি জাতীয় স্বার্থে।
neg,এখন তোর কি হবে ভালত (ভারত)     খেলা হবে চ্যাম্পিয়ান্স ট্রফিতে।    সব ধরনের ক্রিকেট খেলতে তাদের আর কোনো বাধা নেই।।।  অথচো একই পরীক্ষায় ইন্ডিয়ার চেন্নাই পরিক্ষাগারে তাদের ফলাফল ছিলো তারা অবৈধ বোলিং করে।।।  আমরা আবারো প্রমান পেলেম ইন্ডিয়া আমাদের সকল বিষয়ে প্রকৃত বন্ধু।।। 😂😂😂
neg,বিপিএল নিলামের বাকি আর মাত্র 6দিন অথচ আশরাফুলের খেলার বিষয়টা এখনো ধোঁয়াশার মধ্যেই রয়ে গেছে । তবে এটা কারো বুঝার বাকি নেই যে বিসিবি চাইলেই খেলাতে পারে।বিসিবি চাইলে এক্ষেত্রে আইসিসি তেমন কোন বাধা হয়ে দাঁড়াবে না । কিন্তু প্রধাণ সমস্যা হলো বিসিবি নিজেই ।
pos,তাসকিনের অ্যাকশান নিয়ে কোনকালেই কোন আশংকা ছিল না। ভারতের মুখে জুতার বাড়ি পড়েছে।
pos,গত বিশ্বকাপের মূল পর্বে বাংলাদেশ যাতে খেলতে না পারে সে জন্য এমনটা করা হয়েছিল!!! এ রকম আরো প্লেয়ার আমরা তৈরি করবো ইনশাল্লাহ!
pos,বাংলাদশের জন্য ভাল একটা খুশির খবর।
neg,যারা তাসকিন ও সানিকে অবৈধ বোলিং বলেছে তাদের বিরুদ্ধে আইসিসি থেকে মামলা করা দরকার।
pos,যত কথাই বলি এরাই হচ্ছে বাংলাদেশির গর্ব এরা শুধু দেশকে দিয়ে যায় কিন্তু পক্ষান্তরে মন্ত্রী থেকে প্রধানমন্ত্রী পর্যন্ত দেশ থেকে শুধু নিয়ে যায়!
neg,এইবার বুঝলেন তো রেন্ডিয়ার বাচ্চারা আমাদের ৭১ এ ও আমাদের ভালো চাননি।আর বর্তমানেও আমাদের ভালো চায়না।কিন্তু কিছু বাংলাদেশী আবাল এখন ও রেন্ডিয়ার পক্ষে সাফাই গায়।।
neg,Indian cricket council (icc) কে একটা ধন্যবাদ।।।পৃথিবীর সবচেয়ে জঘণ্য জাতি যে রেন্ডিয়ানরা তা আবার প্রমানিত
pos,"আলহামদুলিল্লাহ্‌ আশা করি বাংলাদেশ, আফগানিস্তান কে সিরিজে হোয়াইট ওয়াস করবে.... আর ইংল্যান্ড দের কেও কাঁদিয়ে দেশ থেকে বিতাড়িত করবে।।।।"
neg,খুশি হওয়ার কিছু নাই৷ ICC এ ৱকম সিদ্ধান্ত নিবে সবাই জানে৷৷৷ ICC এৱ প্ৱয়োজনে আবাৱও অবৈধ হতে পাৱে৷৷৷৷
pos,সকল ষঢ়যন্ত্র ব্যর্থ হল এখন তাদের পারফর্মমেন্স দিয়ে উপযুক্ত জবাব দেওয়ার পালা।
neg,হবেই তো...কিন্তু বিসিবি এর উচিত আর ইন্ডিয়ার সাথে খেলা না নেওয়া।  নিলেই বাশ.......!!!!  মারতে হবে হাস!
pos,আলহামদুলিল্লাহ খবরটা শুনে ভাল লাগলো।বিসিবি দল ঘোষণা করে যে ভুলটা করেছে আল আমিন কে না নিয়ে তাসকিন ফেরায় সেটা কিছুটা পুষে যাবে।।অনেক শুভ কামনা টাইগার্স।।।।
pos,"আলহামদুলিল্লাহ,বোলিং একশন যে বৈধ সেটা আমাদের দৃঢ় বিশ্বাস ছিল,কিন্তু যত গন্ডগোলের মুলে ঐ যে রেন্ডিয়া।"
neg,আবারো প্রমাণিত হলো ওদের বোলিং অ্যাকশন অবৈধ ঘোষণা ছিল রেন্ডিয়ার ষড়যন্ত্র।
pos,তাসকিনকে শুধু ছয় মাসের জন্য খেলতে দিলনা আইসিসি ওরে ভুল রিপনিং করে ফাও বাংলাদেশকে ভুগালো তাসকিন মুখে জবাব দিতে পারে নি তবে সে বোলিংয়ে আগামিকাল একহাত দেবে আইসিসিকে বেষ্ট অফ লাক তাসকিন।
neg,সেদিন যদি অষ্ট্রেলিয়ায় পরীক্ষা করা হতো তবে কৃতকার্য হতো। ওটা ছিলো ভারতের পাতা ফাঁদ।
neg,"আর কোথাও হোক আর না হোক, অন্তত এই জায়গাতে আমাদের নেত্রীর কি কোন কিছু বলার নেই........??!!"
pos,প্রথমবার ভারতের চেন্নাইতে পরীক্ষা না দিয়ে অস্ট্রেলিয়াতে পাঠালে হয়ত তাসকিন সানিরা নিষিদ্ধ হতেন না।দেরিতে হলেও বিসিবির বোধোদয় হয়েছে এবং পরীক্ষাস্থল চেন্নাইয়ের বদলে অস্ট্রেলিয়াতে সরিয়ে এনেছে।
pos,"তাসকিন ও সানির বোলিং একশন বৈধ বলে জানিয়েছে আইসিসি, এখন থেকে আন্তর্জাতিক ম্যাচে বল করতে পারবেন । খালি ইন্ডিয়ার বিপক্ষে ভাল বল করলে আবার ব্যান্ড হইতে পারে"
pos,"প্রতীক্ষা কষ্ট অনেক।  আজ সেই দিন শেষ।  এবার শুরু হবে দেশকে কিছু দেয়ার।  আমরা তোমাদের পাশে ছিলাম ,আছি,থাকবো।"
pos,"♥♠তাসকিন আহমেদ ও আরাফাত সানির বোলিং অ্যাকশন ত্রুটিমুক্ত! আলহামদুলিল্লাহ ।    এখন থেকে এই দুইজন আবার ইন্টারন্যাশনাল ম্যাচে বল করতে পারবে।    বিশ্বকাপে যদি রেন্ডিয়ানরা কৌশলে তাসকিন-সানিকে বাদ না দিত,তাহলে তো তারা বাংলাদেশের বিপক্ষে জিততেও পারত না আর দ্বিতীয় রাউণ্ডেও উঠতে পারত না। যার জন্য তখন বোলিং এ্যকশন অবৈধ নামক নাটক সাজানো হয়েছিল।।"
neg,তাহলে কি ইন্ডিয়া আমাদের ( বাংলাদেশ ও ক্রিকেট) সাথে অবিচার করেছিল?
pos,"আন্তর্জাতিক ক্রিকেটে বোলিং করার অনুমতি পেয়ে গেলেন তাসকিন-সানি। ফাইল ছবিবোলিং অ্যাকশনের পরীক্ষায় উতরে গেছেন তাসকিন আহমেদ ও আরাফাত সানি।    টি-টোয়েন্টি বিশ্বকাপে আচমকা পাওয়া ধাক্কায় শঙ্কার যে মেঘ বাংলাদেশের ক্রিকেটে উড়ছিল সেটি কেটে গেল আজ। আইসিসি আজ একটু আগে জানিয়ে দিল, নতুন করে দেওয়া বোলিং পরীক্ষায় উত্তীর্ণ হয়েছে তাসকিন ও সানি। ফলে আন্তর্জাতিক ক্রিকেটে বল করতে আর বাধা নেই দুজনের। আফগানিস্তানের বিপক্ষের সিরিজেই থাকবেন তাসকিন।    গত ৯ মার্চ হল্যান্ডের বিপক্ষে ম্যাচের পর তাসকিন ও সানির বোলিং নিয়ে প্রশ্ন তোলেন মাঠের আম্পায়াররা। চেন্নাইয়ে দেওয়া পরীক্ষায় দুজনই অকৃতকার্য হওয়ায় সাময়িকভাবে আন্তর্জাতিক ক্রিকেটে বোলিং নিষিদ্ধ হয় দুজনের। নতুন করে ৮ সেপ্টেম্বর ব্রিসবেনের ন্যাশনাল ক্রিকেট সেন্টারে বোলিং অ্যাকশনের শুদ্ধি পরীক্ষা দিয়েছিলেন বাংলাদেশের দুই বোলার। দুই বা তিন সপ্তাহ পরে সেই পরীক্ষার ফল দেওয়ায় কথা ছিল। আইসিসির এক বিজ্ঞপ্তিতে আজ জানিয়ে দেওয়া হলো, বাংলাদেশের দুই বোলারের কনুইয়ের বাঁক এখন গ্রহণযোগ্য (১৫ ডিগ্রি) মাত্রার মধ্যে আছে। তাই আন্তর্জাতিক ক্রিকেটে বল করতে আর কোনো বাধা নেই দুজনের।    এদিকে পরীক্ষার ফল ইতিবাচ		ক হবে ধরে রেখেই আফগানিস্তানের বিপক্ষে সিরিজের দলে তাসকিনের জন্য জায়গা রেখে দিয়েছিলেন নির্বাচকেরা। ফলে স্কোয়াডের ১৪তম সদস্য হিসেবে বাংলাদেশ দলে ঢুকে পড়লেন তাসকিন।"
neg,"চেন্নাই এ গেলে আবার অ্যাকশন অবৈধ হবে 100%,আমার মনে হই চেন্নাইতে যে সকল মেশিনারিজ রয়েছে এইগুলার দ্রুত টেস্ট করার এইটাই সঠিক সময়।"
neg,তাসকিন আর সানির বোলিং তো বৈধ ছিল ।ইন্ডিয়া তাদের বল খেলতে পারে না সেজন্য তো এত ...........কিছু ।
pos,"আমার যে আই সি সি, র নিয়ম মেনে ক্রিকেট খেলি তার প্রামাণ পওয়া গেল।আমরা টাকার জোরে খেলিনা বা আমরা বড় সেই ভয় দেখিও খেলিনা।সব্বাস বাংলার দুই দামাল ছেলে।আমি আছি তোমাদের সাথে।"
neg,জানতাম রেজাল্ট এটাই আসবে!! এত কাহিনী করার কি দরকার ছিল? আইসিসি কি নিরপেক্ষ হতে পারে না???
neg,"বাহ যখন ইচ্ছা অবৈধ বলবে, আর যখন ইচ্ছা বৈধ বলবে! আসলে আমরা যে স্বাধীন হয়েও বিশেষ কোন দেশের কাছে পরাধীন হয়ে আছি!"
neg,আগের পরীক্ষা ভারতীয় মাটিতে না হলে একই ফলাফল আসতো বলে আমার বিশ্বাস ।ভারতীয় নির্দেশ মতে পাকিস্তান শ্রীলংকা এবং বাংলাদেশের ভাল বোলারদের বিপদে ফেলাই আইসিসি র লক্ষ্য ।তাও আবার বড় বড় টুর্নামেন্টের আগে
neg,এবার বলের গতি আরো বেশি করে দিয়ে Icc কে দেখিয়ে দেও বাংলার বাঘ আবারও মাঠে আসছে
neg,"তাদেরকে বাতিল করা হয়েছিল অবৈধ ভাবে,যে কারনে আইসিসি তাদেরকে বৈধ ঘোষনা করেছে। আর একটি দেশকে জিতানোর জন্যই বাতিল করা হয়েছিল।"
neg,"নিষেধাজ্ঞার উদ্দেশ্য় সফল, অনেকের বিরুদ্ধেই এমন অভিযোগ আসতে পারে, অর্থাৎ জেনে শুনেই নিষেধাজ্ঞা! প্রয়োজন মিটলেই প্রত্য়াহার।"
neg,"বাংলাদেশ যাহাতে না জিতে তার জন‍্য, ভারতের চাল ছিলো,তাসকিন ও সানি কে বাদ দিতে চাচ্ছিল,তা বাংলাদেশের. মানুষেরা জানে।"
neg,হারামির বাচ্চারা মালুয়ান ইন্ডিয়ানরা আমাদের তাসকিন ও আরাফাত কে কী কষ্ট টা করাইছে।
pos,যত কিছুই করুক না তবুও বাংলাদেশ কে কেউ দমিয়ে রাখতে পারবেনা।  শাবাশ সানি ও তাসকিন আমরা সব সময় তোমাদের পাশে আছি।
pos,সৃষ্টিকর্তার অনুগ্রহ পেতে তাঁর সৃষ্টির সব বিষয় বস্তু কে ভালবাসুন।  স্রষ্টা তাঁর সৃষ্টির মধ্যে অনন্ত কাল ধরে অবস্থান করছেন।    ভাল থাকুন সময়ের সর্বক্ষণ।
neg,"ওদের অ্যাকশন কখনোই ক্রুটিপুর্ণ ছিলো না, এই গুলো আসলে ভারতের খেলার রাজনীতি, যখনই কোন দেশে ভালো ভালো বোলার আন্তজাতির্ক অঙ্গনে আসে তখন তাদের অ্যাকশন নিয়ে ঝামেলা হয় কিন্তু আজ পর্যন্ত ভারতের কাউকে তো পড়তে দেখলাম না অ্যাকশন এর সমস্যায়"
neg,"আজীবনই বৈধ ছিল, শুধু ইন্ডিয়ার সাথে খেলা পড়লে অবৈধ হয়ে যায়।"
neg,"বোলিং এ্যাকশান আগেই বৈধ ছিল। বিশ্বকাপে বাংলাদেশেকে একটা ধাক্কা দেওয়ার জন্য দুজন মূল বোলারকে অবৈধ এ্যাকশানে ফাঁসানো হয়েছিল। কতিপয় ক্ষমতাধারীরা বাংলাদেশের সাফল্যে হিংসা করে তাই, আর এটাই ছিল তার প্রমান। আশা নয় বিশ্বাস করি ওরা বল হাতেই তার দাঁত ভাঙ্গা জবাব দিবে। আমরা ওদের সঙ্গে আছি সবসময়। ""আবার গর্জে ওঠো, বারে বারে গর্জে ওঠো।"""
pos,"আমি খুব করে চাইছিলাম সানিও যেন পাশ করে একদিন শুনলাম সে নাকি খুব অসহায় বোধ করছে কাউকে পাশে পাচ্ছেনা, তারা দুজন পাশ করছে তাতে আমি ভীষন খুশি ।সানিকে বিশেষ ভাবে ধন্যবাদ জানাই এ কারনে শেষ ম্যাচে একটি ছক্কা মের দলকে 20টি বিশ্বকাপের পরবর্তি রাউন্ডে তুলতে সাহাজ্য করেছিলো ।"
neg,"আলহামদুল্লিলা,সেই সাথে রেন্ডিয়াকে ধিক্ষার জানাই,সবার উচিৎ রেন্ডিয়াকে বয়কট করা।"
neg,এটা পরের গুণ গান করলে এমন হয়। দুজনের কোন দোষ ছিল না। শুধু দেখাতে চেয়েছে তারা যা বলে বিশ্ব তা মানে। দুই কুকুরের গোলামি যত দিন করবে সবাই তত দিন এমনি ধোকা বাজি চলবে।
pos,"যখন দেখবে বাধা, মনে করবে ইনশাআল্লাহ সাফল্যলাভের দরজা আমাদের অতি সামনে"
neg,এবার বোঝ রেন্ডির বাচ্চা রা কত খারাপ। যারা প্রতি নিয়ত সীমান্ত হত্যা চালিয়ে যাচ্ছে তারা আবার কিসের বন্ধু? আমরাইই শুধু রেন্ডিরা রে বন্ধু রাষ্ট্র ভাবি আর তারা চায় আমাদের থেকে সুবিধা নিতে। আর সুবিধা দিয়েও ফল ভাল হয় না।
neg,"তাসকিন,সানির বোলিং আগেই বৈধ ছিল,শুধু শুধু হয়রানি ছাড়া আর কিছুই না ভারতে।"
pos,দাদারা কই? দিলেন না তো বিশ্বকাপে খেলতে। কিনতু পারলেন কি দাবায়ে রাখতে? প্রতিভা বিচ্ছুরিত হবেই।
neg,তাসকিন ক্রিক ইনফোকে বলছে যে তার এ্যাকশানে মৌলিক কোন পরিবর্তন না এনেই সে তার বোলিং বৈধতা পেয়েছে| এথেকে প্রমাণিত হল বাংলাদেশের যে কোন বোলার কে ভারতের ল্যাবে পাঠালে তারা তার এ্যাকশান অবৈধ বলবে|সুতারাং বিসিবি সাবধান|
neg,"ধন্যবাদ আইসিসি কে, কারন এবার তারা আর ভারতের দালালি থেকে মুক্ত হয়ে কাজ করল"
neg,"তীব্র নিন্দা ও ধিক্ষার জানাচ্ছি জারা বাংলাদেশ টিমকে হেয় করার জন্যে,"
neg,ভারতীয়রা যে কত হারামি জাত আরেকবার প্রমানিত হল। সেই সময় টিম বাংলাদেশের ছন্দ নষ্ট করার জন্যই তারা মিথ্যা অভিযোগ আরোপ করেছিল।
pos,"অস্থির একটা পেইজ... আপনাদের Mood changeকরে দেবার জন্য, এই পেজটাই যথেষ্ট Funny page Like this আর কি চাস?"
pos,"আলহামদুলিল্লাহ্...  .  তাসকিন ও আরাফাত সানির বোলিং বৈধ ঘোষণা করেছে "" আই সি সি ""...।    এখন আর খেলতে বাধা নেই তাদের... ߘ  ."
pos,"তাসকিন ও সানি ফিরলো বীরের বেশে, Indian Cricket Council কে জুতার বাডি মেরে। Heart's Congratulations to both of them. It was India's plan to ban them so that they can't play against India. India changed the result when they gave the test in Chennai Biomechanical Lab. # ShameOnYouIndia # CowardNation # PioneerOfCheats"
neg,আবার ইন্ডিয়ার সাথে খেলা হলে অবৈধ করবে নাতো???
neg,শালার ভারত এই সমস্যা দেখিয়ে আমাদের দাবিয়ে রাখতে চেয়েছিল।ভারত আমাদের ভাল চায়না ওদের স্বার্থটাই বেশি দেখে
pos,ইন্ডিয়া ভয় পেয়েছিল তাই তাদের বোলিং অ্যাকশন অবৈধ বলেছিল।ধন্যবাদ তাসকিন ও সানিকে।।।
neg,ভারত হেরে যাবার ভয়ে সেদিন তাসকিন ও সানির বিরুদ্ধে এই জঘন্য অভিযোগ করেছিল । আমি ভারতকে ঘৃণা করি। I hate India
pos,"সত্যের জয় আছে,,,, মিথ্যা দিয়ে কোনো কিছু গোপন করা যায় না।।।"
neg,বৈধ সবাই জানে শুধু ইন্ডিয়া একটু মজা করছে আর কি।আর icc যে তাদের তা বুঝাইল।
pos,"অভিনন্দন জানাই দুইজনকে,,আপনাদের ক্যারিয়ার যেন সাফল্যের রঙে রাঙিত হয়,,, সেটাই কামনা করি!!.."
neg,"এই হলো অফগান ধোলাই ! আহারে!!!!!! ২৩৩/১০ ১৬৭/১০ ৮ জন কিন্তু জাতীয় দলেরই ছিল, আফ্রিদির চেয়ে ভাল হিটারটাও ছিল। লালা ফান্টুস!!!!!"
